CANTIDAD,MUNICIPIO,PARROQUIA,DENOMINACIÓN,PLAN DE ESTUDIO 1,PLAN DE ESTUDIO 2,PLAN DE ESTUDIO 3,ESPECIALIDAD 3,MENCIÓN 3,PLAN DE ESTUDIO 4,ESPECIALIDAD 4,MENCIÓN 4,PLAN DE ESTUDIO 5,ESPECIALIDAD 5,MENCIÓN 5,PLAN DE ESTUDIO 6,ESPECIALIDAD 6,MENCIÓN 6,PLAN DE ESTUDIO 7,ESPECIALIDAD 7,MENCIÓN 7,PLAN DE ESTUDIO 8,ESPECIALIDAD 8,MENCIÓN 8,PLAN DE ESTUDIO 9,ESPECIALIDAD 9,MENCIÓN 9,PLAN DE ESTUDIO 10,ESPECIALIDAD 10,MENCIÓN 10,NOMBRE NOMINAL DEL PLANTEL,NUEVO EPÓNIMO,CODIGO DEL PLANTEL,CODIGO DEPENDENCIA 1,CODIGO DEPENDENCIA 2,CODIGO ESTADISTICO,DEPENDENCIA,UBICACIÓN GEOGRAFICA,NIVEL,MODALIDAD,TURNOS DEL PLANTEL,METROS 2,MATERNAL FEM,MATERNAL MAS,MATERNAL TOTAL,PREESCOLAR FEM,PREESCOLAR MAS,PREESCOLAR TOTAL,INICIAL FEM,INICIAL MAS,INICIAL TOTAL,PRIMARIA FEM,PRIMARIA MAS,PRIMARIA TOTAL,MEDIA GENERAL FEM,MEDIA GENERAL MAS,MEDIA GENERAL TOTAL,MEDIA TECNICA FEM,MEDIA TECNICA MAS,MEDIA TECNICA TOTAL,ADULTO FEM,ADULTO MAS,ADULTO TOTAL,ESPECIAL FEM,ESPECIAL MAS,ESPECIAL TOTAL,MATRICULA TOTAL,MATERNAL,PREESCOLAR,PRIMARIA,MEDIA GENERAL,MEDIA TECNICA,ADULTO,ESPECIAL,
618,LIBERTADOR,JUAN RODRIGUEZ SUAREZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,EB ZUMBA,AUGUSTA DAVILA DE VALERI (ANTES ZUMBA),OD13321412,6590194,,141765,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,45,70,115,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,6,,,0,0,
619,LIBERTADOR,JUAN RODRIGUEZ SUAREZ,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PREESCOLAR ANDRES BELLO,ANDRES BELLO,OD00771412,6530090,,140493,NACIONAL,,,,,,6,7,13,3,5,8,9,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,0,,,0,0,"{""maternal"":{""U"":10}}"
620,LIBERTADOR,JUAN RODRIGUEZ SUAREZ,LICEO,,,31060,,TECNOLOGIA E INOVACION,,,,,,,,,,,,,,,,,,,,,,CB CARACCIOLO PARRA,CARACCIOLO PARRA Y OLMEDO,S0269D1412,7911953,,140634,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,242,313,555,0,0,0,0,0,0,0,0,0,555,0,0,0,,,0,0,
621,LIBERTADOR,LASSO DE LA VEGA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESC-DOCTOR RAMON PARRA PICON,DOCTOR RAMON PARRA PICON,OD05201412,6563300,,140610,NACIONAL,,,,,,0,0,0,9,19,28,9,19,28,89,97,186,0,0,0,0,0,0,0,0,0,0,0,0,214,0,2,7,,,0,0,
622,LIBERTADOR,LASSO DE LA VEGA,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,"ESC, RAMON IGNACIO GUERRA",RAMON IGNACIO GUERRA,S2878D1412,6567765,,140611,NACIONAL,,,,,,0,0,0,36,41,77,36,41,77,130,155,285,70,70,140,0,0,0,0,0,0,0,0,0,502,0,5,12,,,0,0,
623,LIBERTADOR,LASSO DE LA VEGA,UNIDAD PSICOEDUCATIVA,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDAD PSICOEDUCATIVA MERIDA,MERIDA,OD12371412,6740010,,141015,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
624,LIBERTADOR,LASSO DE LA VEGA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER-NUC ESC RURAL N427,SIERRA LA CULATA,OD12731412,6970427,,141762,NACIONAL,,,,,,9,3,12,9,11,20,18,14,32,25,33,58,0,0,0,0,0,0,0,0,0,0,0,0,90,1,1,6,,,0,0,
625,LIBERTADOR,MARIANO PICON SALAS,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,49000,EDUCACIÓN FÍSICA,PROMOCIÓN DEL ENTRENAMIENTO DEPORTIVO,,,,,,,,,,,,,,,,,,,DEPORTIVA CHAMA,JOSE ANTONIO PEÑA TREJO,S3456D1412,5643651,,140640,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,46,63,109,4,63,67,69,130,199,0,0,0,0,0,0,375,0,0,6,,,0,0,"{""primaria"":{""4U"":1,""3U"":1,""1U"":1,""2U"":1}}"
626,LIBERTADOR,MARIANO PICON SALAS,ESCUELA TECNICA,,,47000,PREVENCIÓN CIUDADANA,GESTIÓN INTEGRAL DE RIESGO,,,,,,,,,,,,,,,,,,,,,,ET DOMINGO PEÑA,DOMINGO PEÑA,OD17471412,7951131,,142175,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,99,147,0,0,0,0,0,0,147,0,0,0,,,0,0,
627,LIBERTADOR,MARIANO PICON SALAS,LICEO,,,31059,,CIENCIAS,31060,,CIENCIA Y TECNOLOGIA,,,,,,,,,,,,,,,,,,,C B  ARMANDO GONZALEZ,DR ARMANDO GONZALEZ PUCCINI,S0919D1412,7911507,,141018,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,145,218,363,0,0,0,0,0,0,0,0,0,363,0,0,0,,,0,0,
628,LIBERTADOR,MARIANO PICON SALAS,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,CEA MARIANITA MENDOZA,MARIANITA MENDOZA,ON12501412,6397385,,141524,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
629,LIBERTADOR,MARIANO PICON SALAS,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,CEA LOS SAUZALEZ,LOS SAUZALES,ON12491412,6397265,,141522,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
630,LIBERTADOR,MARIANO PICON SALAS,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,GE HUMBERTO TEJERA,HUMBERTO TEJERA,OD13261412,6736630,,140560,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,171,196,367,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,15,,,0,0,
631,LIBERTADOR,MARIANO PICON SALAS,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,JI EL LLANO,HIRIA EMILIA MARQUEZ (ANTES EL LLANO,OD12751412,4103372,,141793,NACIONAL,,,,,,0,0,0,53,52,105,53,52,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,6,0,,,0,0,
632,LIBERTADOR,MILLA,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PREESCOLAR CARIBAY,CARIBAY,OD02481412,4170964,,142255,NACIONAL,,,,,,8,7,15,37,29,66,45,36,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,4,0,,,0,0,
633,LIBERTADOR,MILLA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,GE VICENTE DAVILA,VICENTE DAVILA,OD02561412,6739860,,140558,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,197,261,458,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,23,,,0,0,"{""primaria"":{""1C"":20,""4C"":16}}"
634,LIBERTADOR,MILLA,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,JI VICENTE DAVILA,ANTONIO JOSE DE SUCRE (ANTES VICENTE DAVILA),OD02551412,4109420,,141067,NACIONAL,,,,,,0,0,0,53,52,105,53,52,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,8,0,,,0,0,"{""preescolar"":{""G"":17,""H"":18,""F"":25}}"
635,LIBERTADOR,MILLA,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,CEA VICENTE DAVILA,LUIS ZAMBRANO (ANTES VICENTE DAVILA),ON12411412,6399825,,142262,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
636,LIBERTADOR,MILLA,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PE EL FORESTALITO,TERESA CARREÑO (ANTES LA MILAGROSA),OD12671412,4103334,,141553,NACIONAL,,,,,,0,0,0,15,20,35,15,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,2,0,,,0,0,
637,LIBERTADOR,MILLA,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PE EL FORESTALITO,JOSÉ GREGORIO HERNÁNDEZ (ANTES FORESTALITO),OD02331412,4103334,,140509,NACIONAL,,,,,,0,0,0,9,10,19,9,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,,,0,0,
638,LIBERTADOR,MILLA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,GE GLADYS CELINA LOBO DE CARNEVALI,GLADYS CELINA LOBO DE CARNEVALI,OD02721412,6331530,,140544,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,109,97,206,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,12,,,0,0,
639,LIBERTADOR,MILLA,LICEO,,,31060,,TECNOLOGIA E INOVACION,,,,,,,,,,,,,,,,,,,,,,CD ROMULO GALLEGOS,ROMULO GALLEGOS,OD15311412,7919896,,140579,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,144,155,299,0,0,0,0,0,0,0,0,0,299,0,0,0,,,0,0,
640,LIBERTADOR,MILLA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA CAMILO CONTRERAS,CAMILO CONTRERAS,OD03551412,6562325,,140629,NACIONAL,,,,,,12,16,28,17,15,32,29,31,60,33,39,72,0,0,0,0,0,0,0,0,0,0,0,0,132,22,3,7,,,0,0,
641,LIBERTADOR,MILLA,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,JI ANEXA NORMAL MERIDA),TERESA HEREIDA (ANTES ANEXA NORMAL MERIDA),OD02951412,4100590,,141065,NACIONAL,,,,,,0,0,0,38,45,83,38,45,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,4,0,,,0,0,
642,LIBERTADOR,OSUNA RODRIGUEZ,ESCUELA TECNICA,,,43298,INDUSTRIAL,TELEMÁTICA,46067,ECONOMÍA SOCIAL,ADMINISTRACIÓN,46068,ECONOMÍA SOCIAL,ADUANA,46070,ECONOMÍA SOCIAL,CONTABILIDAD,46071,ECONOMÍA SOCIAL,TURISMO,,,,,,,,,,ETC JOSE FELIX RIBAS,JOSE FELIX RIBAS,S1964D1412,7915359,,140542,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,65,151,0,0,0,0,0,0,151,0,0,0,,,0,0,
643,LIBERTADOR,OSUNA RODRIGUEZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,GE 10 DE DICIEMBRE,JUAN BAUTISTA ARISMENDI (ANTES 10 DE DICIEMBRE),OD02631412,6731134,,140547,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,86,96,182,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,11,,,0,0,"{""primaria"":{""4A"":16,""3B"":19,""4B"":14,""5A"":16,""2A"":17,""2B"":17,""1A"":22,""6U"":23,""5B"":19,""3A"":19}}"
644,LIBERTADOR,OSUNA RODRIGUEZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,GE LOS CUROS,VICENTE SALIAS (ANTES LOS CUROS (SEDE PARROQUIAL),OD13251412,6733226,,140548,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,142,170,312,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,20,,,0,0,
645,LIBERTADOR,OSUNA RODRIGUEZ,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,31060,,CIENCIA Y TECNOLOGIA,49001,EDUCACIÓN FÍSICA,PROMOCIÓN DE LA ACTIVIDAD FÍSICA Y RECREACIÓN,,,,,,,,,,,,,,,,U.E ROMULO BETANCOURT,ARISTÓBULO IZTÚRIZ ALMEIDA (ANTES ROMULO BETANCOURT),S3455D1412,7919949,,140631,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,154,190,344,24,28,52,0,0,0,0,0,0,396,0,0,0,,,0,0,
646,LIBERTADOR,OSUNA RODRIGUEZ,LICEO,,,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,CCB HAYDEE CARDENAS,HAYDEE CARDENAS,S1151N1412,7972057,,141301,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
647,LIBERTADOR,OSUNA RODRIGUEZ,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,ANA EMILIA DELON,ANA EMILIA DELON,OD02641412,4106311,,141393,NACIONAL,,,,,,4,5,9,40,38,78,44,43,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,9,78,0,,,0,0,"{""maternal"":{""G"":9},""preescolar"":{""E"":16,""A"":10,""B"":7,""C"":15,""F"":17,""D"":13}}"
648,LIBERTADOR,OSUNA RODRIGUEZ,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,JI NI/A AVELINA GIL,NIÑA AVELINA GIL,OD02401412,4107405,,141394,NACIONAL,,,,,,20,20,40,87,103,190,107,123,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,40,190,0,,,0,0,
649,LIBERTADOR,SAGRARIO,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,JI EL ESPEJO,ANTONIO RICAURTE (ANTES EL ESPEJO),OD02591412,4103332,,140479,NACIONAL,,,,,,0,0,0,23,27,50,23,27,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,4,0,,,0,0,
650,LIBERTADOR,SAGRARIO,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,JI EL ESPEJO,AGUSTIN CODAZZI (ANTES INAVITO),OD13141412,4103332,,140480,NACIONAL,,,,,,0,0,0,22,20,42,22,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,3,0,,,0,0,
651,LIBERTADOR,SAGRARIO,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,JI GABRIEL PICON GONZALEZ,MANUEL MUJICA MILLAN (ANTES GABRIEL PICON GONZALEZ),OD01171412,4104255,,140482,NACIONAL,,,,,,0,0,0,49,44,93,49,44,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,6,0,,,0,0,
652,LIBERTADOR,SAGRARIO,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,EB GABRIEL PICON GONZALEZ,GABRIEL PICON GONZALEZ,OD02421412,6564355,,141354,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,163,121,284,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,15,,,0,0,
653,LIBERTADOR,SAGRARIO,CENTRO DE EDUCACION INCIAL,20000,,,,,,,,,,,,,,,,,,,,,,,,,,FUND NAC EL NIÑO SIMON,NEGRA MATEA,OD17761412,6590694,,142213,NACIONAL,,,,,,15,15,30,0,0,0,15,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,,,0,0,
654,LIBERTADOR,ANTONIO SPINETTI DINI,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA JOSEFA MOLINA DE DUQUE,JOSEFA MOLINA DE DUQUE,OD03051412,,,140604,ESTADAL,,,,,,0,0,0,23,29,52,23,29,52,95,106,201,0,0,0,0,0,0,0,0,0,0,0,0,253,0,4,12,,,0,0,"{""primaria"":{""2B"":20}}"
655,LIBERTADOR,ANTONIO SPINETTI DINI,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA BOLIVARIANA MONSEÑOR DOCTOR SANTIAGO HERNANDEZ MILANES,MONSEÑOR DOCTOR SANTIAGO HERNANDEZ MILANES,OD03701412,,,140605,ESTADAL,,,,,,0,0,0,20,23,43,20,23,43,66,59,125,0,0,0,0,0,0,0,0,0,0,0,0,168,0,3,8,,,0,0,
656,LIBERTADOR,ANTONIO SPINETTI DINI,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PREESCOLAR EMIRO FUENMAYOR,EMIRO FUENMAYOR,OD02351412,,,140514,ESTADAL,,,,,,0,0,0,40,20,60,40,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,3,0,,,0,0,
657,LIBERTADOR,ANTONIO SPINETTI DINI,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,U.E  ELEAZAR LOPEZ CONTRERAS,GENERAL ELEAZAR LOPEZ CONTRERAS,OD00751412,,,140602,ESTADAL,,,,,,0,0,0,19,23,42,19,23,42,73,81,154,0,0,0,0,0,0,0,0,0,0,0,0,196,0,3,12,,,0,0,
658,LIBERTADOR,ANTONIO SPINETTI DINI,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA MARCOLINA DE LAMUS,MARCOLINA DE LAMUS,OD02901412,,,140603,ESTADAL,,,,,,0,0,0,12,11,23,12,11,23,61,53,114,0,0,0,0,0,0,0,0,0,0,0,0,137,0,2,6,,,0,0,
659,LIBERTADOR,ANTONIO SPINETTI DINI,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,31060,,CIENCIA Y TECNOLOGIA,,,,,,,,,,,,,,,,,,,COMPLEJO EDUCATIVO EMIRO FUENMAYOR,EMIRO FUENMAYOR,S2860D1412,,,141384,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,63,68,131,64,40,104,0,0,0,0,0,0,0,0,0,235,0,0,9,,,0,0,
660,LIBERTADOR,ANTONIO SPINETTI DINI,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA SANTA ROSA,SANTA ROSA,OD12901412,,,141760,ESTADAL,,,,,,0,0,0,2,7,9,2,7,9,10,8,18,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,6,,,0,0,
661,LIBERTADOR,ANTONIO SPINETTI DINI,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,COMPLEJO EDUCATIVO ALTERNATIVA DE HOSPITALIDAD Y TURISMO MARIA ROSARIO NAVA,ALTERNATIVA DE HOSPITALIDAD Y TURISMO MARIA ROSARIO NAVA,OD17271412,,,142155,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,16,19,35,0,0,0,0,0,0,0,0,0,35,0,0,0,,,0,0,
662,LIBERTADOR,ARIAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA VIRGEN DEL CARMEN (ANTES MESA DE LA VIRGEN),VIRGEN DEL CARMEN (ANTES MESA DE LA VIRGEN),OD13271412,,,141566,ESTADAL,,,,,,0,0,0,10,11,21,10,11,21,19,26,45,0,0,0,0,0,0,0,0,0,0,0,0,66,0,2,6,,,0,0,
663,LIBERTADOR,ARIAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA SAN ANTONIO (VEGA DE SAN ANTONIO),SAN ANTONIO (VEGA DE SAN ANTONIO),OD12951412,,,140597,ESTADAL,,,,,,0,0,0,14,18,32,14,18,32,37,53,90,0,0,0,0,0,0,0,0,0,0,0,0,122,0,2,6,,,0,0,
664,LIBERTADOR,ARIAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA MIGUEL DE CERVANTES Y SAAVEDRA,MIGUEL DE CERVANTES Y SAAVEDRA,OD03021412,,,141751,ESTADAL,,,,,,0,0,0,33,41,74,33,41,74,105,112,217,0,0,0,0,0,0,0,0,0,0,0,0,291,0,3,6,,,0,0,
665,LIBERTADOR,ARIAS,COMPLEJO EDUCATIVO,20000,21000,31059,MEDIA GENERAL,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,COMPLEJO EDUCATIVO ELOY CHALBAUD CARDONA,ELOY CHALBAUD CARDONA,OD03031412,,,141752,ESTADAL,,,,,,0,0,0,26,16,42,26,16,42,72,74,146,57,45,102,0,0,0,0,0,0,0,0,0,290,0,2,6,,,0,0,
666,LIBERTADOR,ARIAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LUIS ALFREDO LOPEZ MENDEZ (ANTES LA CUESTA DE BELEN),LUIS ALFREDO LOPEZ MENDEZ (ANTES LA CUESTA DE BELEN),OD12981412,,,141780,ESTADAL,,,,,,0,0,0,3,5,8,3,5,8,9,9,18,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,6,,,0,0,
667,LIBERTADOR,ARIAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA CARLOTA FLORES DE VALIENTE (ANTES LA PUEBLITA),CARLOTA FLORES DE VALIENTE (ANTES LA PUEBLITA),OD12581412,,,141786,ESTADAL,,,,,,0,0,0,15,8,23,15,8,23,26,29,55,0,0,0,0,0,0,0,0,0,0,0,0,78,0,2,6,,,0,0,
668,LIBERTADOR,ARIAS,LICEO,,,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,LICEO EZEQUIEL ZAMORA,EZEQUIEL ZAMORA,OD00731412,,,141969,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,158,179,337,0,0,0,0,0,0,0,0,0,337,0,0,0,,,0,0,
669,LIBERTADOR,CARACCIOLO PARRA PEREZ,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PARA EL EMPRENDIMIENTO HILDA GRACIELA VERA (ANTES HUMBOLDT),HILDA GRACIELA VERA (ANTES HUMBOLDT),OD16421412,,,141986,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
670,LIBERTADOR,DOMINGO PEÑA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA DOMINGO GUZMAN PEÑA (ANTES 15 DE ENERO),DOMINGO GUZMAN PEÑA (ANTES 15 DE ENERO),OD03071412,,,140588,ESTADAL,,,,,,0,0,0,3,2,5,3,2,5,19,18,37,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,6,,,0,0,
671,LIBERTADOR,DOMINGO PEÑA,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PARA EL EMPRENDIMIENTO PADRE BILBAO,PADRE BILBAO,ON15511412,,,141931,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
672,LIBERTADOR,DOMINGO PEÑA,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PARA EL EMPRENDIMIENTO DIURNO SANTA JUANA,SANTA JUANA,ON15551412,,,141935,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
673,LIBERTADOR,DOMINGO PEÑA,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PARA EL EMPRENDIMIENTO UDON PEREZ (ANTES CAMPO DE ORO),UDON PEREZ (ANTES CAMPO DE ORO),ON15601412,,,141942,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
674,LIBERTADOR,DOMINGO PEÑA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA GLORIA STOKL (ANTES FRAY JUAN RAMOS DE LORA),GLORIA STOKL (ANTES FRAY JUAN RAMOS DE LORA),OD02741412,,,140570,ESTADAL,,,,,,0,0,0,10,7,17,10,7,17,25,24,49,0,0,0,0,0,0,0,0,0,0,0,0,66,0,2,6,,,0,0,
675,LIBERTADOR,DOMINGO PEÑA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA JOSE MARIA VELAZ,JOSE MARIA VELAZ,OD12941412,,,140590,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,40,54,94,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,6,,,0,0,"{""primaria"":{""3U"":10}}"
676,LIBERTADOR,DOMINGO PEÑA,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PARA EL EMPRENDIMIENTO MARIA LUCILA SALINAS DE LEÓN (ANTES MODULO SANTA ELENA),MARIA LUCILA SALINAS DE LEÓN (ANTES MODULO SANTA ELENA),ON15611412,,,141943,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
677,LIBERTADOR,DOMINGO PEÑA,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PARA EL EMPRENDIMIENTO MARIA AGUSTINA LACRUZ MORENO (ANTES COSTURERO POPULAR),MARIA AGUSTINA LACRUZ MORENO (ANTES COSTURERO POPULAR),OD16391412,,,141982,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
678,LIBERTADOR,DOMINGO PEÑA,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PARA EL EMPRENDIMIENTO OLGA VALENTINA DAVILA DE PRIETO (ANTES GONZALO PICON),OLGA VALENTINA DAVILA DE PRIETO (ANTES GONZALO PICON),OD16371412,,,141978,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
679,LIBERTADOR,DOMINGO PEÑA,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PARA EL EMPRENDIMIENTO BICENTENARIO 16 DE SEPTIEMBRE DE 2010,BICENTENARIO 16 DE SEPTIEMBRE DE 2010,OD17801412,,,142257,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
