CANTIDAD,MUNICIPIO,PARROQUIA,DENOMINACIÓN,PLAN DE ESTUDIO 1,PLAN DE ESTUDIO 2,PLAN DE ESTUDIO 3,ESPECIALIDAD 3,MENCIÓN 3,PLAN DE ESTUDIO 4,ESPECIALIDAD 4,MENCIÓN 4,PLAN DE ESTUDIO 5,ESPECIALIDAD 5,MENCIÓN 5,PLAN DE ESTUDIO 6,ESPECIALIDAD 6,MENCIÓN 6,PLAN DE ESTUDIO 7,ESPECIALIDAD 7,MENCIÓN 7,PLAN DE ESTUDIO 8,ESPECIALIDAD 8,MENCIÓN 8,PLAN DE ESTUDIO 9,ESPECIALIDAD 9,MENCIÓN 9,PLAN DE ESTUDIO 10,ESPECIALIDAD 10,MENCIÓN 10,NOMBRE NOMINAL DEL PLANTEL,NUEVO EPÓNIMO,CODIGO DEL PLANTEL,CODIGO DEPENDENCIA 1,CODIGO DEPENDENCIA 2,CODIGO ESTADISTICO,DEPENDENCIA,UBICACIÓN GEOGRAFICA,NIVEL,MODALIDAD,TURNOS DEL PLANTEL,METROS 2,MATERNAL FEM,MATERNAL MAS,MATERNAL TOTAL,PREESCOLAR FEM,PREESCOLAR MAS,PREESCOLAR TOTAL,INICIAL FEM,INICIAL MAS,INICIAL TOTAL,PRIMARIA FEM,PRIMARIA MAS,PRIMARIA TOTAL,MEDIA GENERAL FEM,MEDIA GENERAL MAS,MEDIA GENERAL TOTAL,MEDIA TECNICA FEM,MEDIA TECNICA MAS,MEDIA TECNICA TOTAL,ADULTO FEM,ADULTO MAS,ADULTO TOTAL,ESPECIAL FEM,ESPECIAL MAS,ESPECIAL TOTAL,MATRICULA TOTAL,MATERNAL,PREESCOLAR,PRIMARIA,MEDIA GENERAL,MEDIA TECNICA,ADULTO,ESPECIAL,
972,SUCRE,LAGUNILLAS,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,JARDIN DE INFANCIA MANUEL GUAL,MARIA ISABEL BRICEÑO,OD01551420,4106585,,140809,NACIONAL,,,,,,0,0,0,61,76,137,61,76,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,10,0,,,0,0,
973,SUCRE,SAN JUAN,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA BOLIVARIANA LOS CARACOLES,LOS CARACOLES,OD14871420,6970024,,141148,NACIONAL,,,,,,0,0,0,23,27,50,23,27,50,53,70,123,0,0,0,0,0,0,0,0,0,0,0,0,173,0,3,6,,,0,0,
974,SUCRE,SAN JUAN,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,JARDIN DE INFANCIA LA PORTUGUESA,MARIA MONTESORI,OD01211420,4103656,,140808,NACIONAL,,,,,,0,0,0,89,81,170,89,81,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,8,0,,,0,0,
975,SUCRE,SAN JUAN,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADO PORTUGUESA,JUAN BAUTISTA ARISMENDI,OD01221420,6734582,,140823,NACIONAL,,,,,,25,20,45,0,0,0,25,20,45,209,242,451,0,0,0,0,0,0,0,0,0,0,0,0,496,4,0,18,,,0,0,"{""primaria"":{""5B"":1,""5A"":1}}"
976,SUCRE,CHIGUARA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL LLANO EL ANIS,MARIA DE LA LUZ GUILLEN,OD01541420,,,140899,ESTADAL,,,,,,0,0,0,24,29,53,24,29,53,132,120,252,0,0,0,0,0,0,0,0,0,0,0,0,305,0,4,12,,,0,0,
977,SUCRE,CHIGUARA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,SAN ANTONIO DE PADUA,SAN ANTONIO DE PADUA,OD09561420,,,140879,ESTADAL,,,,,,0,0,0,9,18,27,9,18,27,39,50,89,0,0,0,0,0,0,0,0,0,0,0,0,116,0,2,7,,,0,0,
978,SUCRE,CHIGUARA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL EL RINCON,JOSE DE JESUS MERCADO,OD09531420,,,140820,ESTADAL,,,,,,0,0,0,2,1,3,2,1,3,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,,,0,0,
979,SUCRE,CHIGUARA,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA DE EMPRENDIMIENTO CHIGUARA,TRINA SANDIA,ON15661420,,,141848,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
980,SUCRE,CHIGUARA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL BELLA VISTA,MARIA ANASTASIA PERON,OD01491420,,,140880,ESTADAL,,,,,,0,0,0,6,11,17,6,11,17,30,24,54,0,0,0,0,0,0,0,0,0,0,0,0,71,0,1,6,,,0,0,"{""primaria"":{""2U"":7,""1U"":7}}"
981,SUCRE,CHIGUARA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL EL  CAMBUR,COSTANTINO VILLASMIL,OD09551420,,,140816,ESTADAL,,,,,,0,0,0,3,8,11,3,8,11,16,10,26,0,0,0,0,0,0,0,0,0,0,0,0,37,0,11,5,,,0,0,"{""preescolar"":{""A"":11},""primaria"":{""5U"":2,""2U"":3,""4U"":8,""1U"":5,""3U"":6}}"
982,SUCRE,CHIGUARA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL EL REMOLINO,MIGUEL ANGEL PULIDO DAVILA,OD09541420,,,140845,ESTADAL,,,,,,0,0,0,7,4,11,7,4,11,8,14,22,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,3,,,0,0,
983,SUCRE,CHIGUARA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL EL VERDE,ELIA MARIA PEÑA,OD09571420,,,140844,ESTADAL,,,,,,0,0,0,0,1,1,0,1,1,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,,,0,0,
984,SUCRE,CHIGUARA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL SAN JUANITO,BERNARDINO ZERPA,OD08371420,,,140819,ESTADAL,,,,,,0,0,0,3,9,12,3,9,12,24,22,46,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,6,,,0,0,
985,SUCRE,CHIGUARA,COMPLEJO EDUCATIVO,20000,21000,31059,MEDIA GENERAL,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL AGUA LINDA,FRANCISCO ANAYA,OD08361420,,,140817,ESTADAL,,,,,,0,0,0,5,4,9,5,4,9,12,27,39,17,19,36,0,0,0,0,0,0,0,0,0,84,0,1,6,,,0,0,
986,SUCRE,ESTANQUES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL  SABANETA,LUZ ELINA PEÑA,OD09421420,,,140827,ESTADAL,,,,,,0,0,0,2,4,6,2,4,6,21,19,40,0,0,0,0,0,0,0,0,0,0,0,0,46,0,6,6,,,0,0,
987,SUCRE,ESTANQUES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL EL COROZO,EUMELIA HERNÁNDEZ,OD09511420,,,140829,ESTADAL,,,,,,0,0,0,0,2,2,0,2,2,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,6,,,0,0,
988,SUCRE,ESTANQUES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL LOS CUCHARONES,ISAURA ELENA LOBO MÁRQUEZ,OD09481420,,,140842,ESTADAL,,,,,,0,0,0,4,4,8,4,4,8,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,6,,,0,0,
989,SUCRE,ESTANQUES,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,COMPLEJO EDUCATIVO SANTO DOMINGO,SANTO DOMINGO,OD09431420,,,140835,ESTADAL,,,,,,0,0,0,7,12,19,7,12,19,18,34,52,72,45,117,0,0,0,0,0,0,0,0,0,188,0,19,6,,,0,0,
990,SUCRE,ESTANQUES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL QUEBRADA DE LORO BAJO,JOSÉ FELIX RIBAS,OD09441420,,,140831,ESTADAL,,,,,,0,0,0,3,2,5,3,2,5,4,12,16,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,5,,,0,0,"{""primaria"":{""5U"":1,""4U"":4,""3U"":3}}"
991,SUCRE,ESTANQUES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL QUEBRADA DE LORO ALTO,ANDRÉS BELLO,OD09401420,,,140832,ESTADAL,,,,,,0,0,0,3,9,12,3,9,12,24,35,59,0,0,0,0,0,0,0,0,0,0,0,0,71,0,1,6,,,0,0,
992,SUCRE,ESTANQUES,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,COMPLEJO EDUCATIVO  EL HATO,ÁNGEL ANTONIO ALTUVE,OD09451420,,,140846,ESTADAL,,,,,,0,0,0,3,2,5,3,2,5,8,9,17,6,3,9,0,0,0,0,0,0,0,0,0,31,0,1,6,,,0,0,
993,SUCRE,ESTANQUES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LOS JOQUES,SILVERIO MÁRQUEZ GUILLÉN,OD09501420,,,140826,ESTADAL,,,,,,0,0,0,2,4,6,2,4,6,14,14,28,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,6,,,0,0,
994,SUCRE,ESTANQUES,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,COMPLEJO EDUCATIVO LAS LABRANZAS,ALEJANDRO CHACÓN ROSALES,OD09471420,,,140836,ESTADAL,,,,,,0,0,0,2,1,3,2,1,3,6,14,20,6,5,11,0,0,0,0,0,0,0,0,0,34,0,1,6,,,0,0,"{""primaria"":{""6U"":3,""4U"":1,""5U"":7}}"
995,SUCRE,ESTANQUES,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,COMPLEJO EDUCATIVO  MOCOCHOPO,JOSEFA CAMEJO,OD09491420,,,140846,ESTADAL,,,,,,0,0,0,7,4,11,7,4,11,10,15,25,6,9,15,0,0,0,0,0,0,0,0,0,51,0,1,6,,,0,0,
996,SUCRE,ESTANQUES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA SAN ANTONIO,MARÍA ANTONIA ARAQUE,OD09461420,,,140828,ESTADAL,,,,,,0,0,0,5,5,10,5,5,10,15,12,27,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,6,,,0,0,
997,SUCRE,ESTANQUES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA SAN PABLO ALTO,GILBERTO MÉNDEZ,OD09521420,,,140837,ESTADAL,,,,,,0,0,0,10,4,14,10,4,14,21,27,48,0,0,0,0,0,0,0,0,0,0,0,0,62,0,1,6,,,0,0,
998,SUCRE,LA TRAMPA,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,41049,AGROPECUARIA,CIENCIAS AGRÍCOLAS Y PECUARIAS,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL LA SABANA,CACIQUE TENOQUE,OD14501420,,,140868,ESTADAL,,,,,,0,0,0,6,2,8,6,2,8,23,17,40,21,23,44,1,0,1,0,0,0,0,0,0,93,0,1,6,,,0,0,
999,SUCRE,LA TRAMPA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL CACIQUE LA SABANA,JOSE FELIX MORENO,OD01471420,,,140868,ESTADAL,,,,,,0,0,0,8,5,13,8,5,13,31,18,49,0,0,0,0,0,0,0,0,0,0,0,0,62,0,1,6,,,0,0,
1000,SUCRE,LA TRAMPA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL LA TRAMPA,MARCO TULIO UZCATEGUI ROJAS,OD14521420,,,140879,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,,,0,0,
1001,SUCRE,LA TRAMPA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL LA CUCHILLA,GENARINO GUILLEN,OD14561420,,,140864,ESTADAL,,,,,,0,0,0,1,3,4,1,3,4,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,5,,,0,0,
1002,SUCRE,LA TRAMPA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL HUERTA DE PICO,JOSE BAUDILIO ROJAS,OD14581420,,,140869,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,,,0,0,
1003,SUCRE,LA TRAMPA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL LOMA DE LA MORA,RUBEN DARIO VIELMA,OD14361420,,,140814,ESTADAL,,,,,,0,0,0,4,1,5,4,1,5,5,9,14,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,6,,,0,0,
1004,SUCRE,LA TRAMPA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL LOMA DE LOS COLMENARES,ELADIO QUINTERO RONDON,OD14861420,,,140873,ESTADAL,,,,,,0,0,0,4,2,6,4,2,6,6,11,17,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,6,,,0,0,
1005,SUCRE,LA TRAMPA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL BELEN,ANGEL ANTONIO ZERPA ROJAS,OD14711420,,,141406,ESTADAL,,,,,,0,0,0,2,2,4,2,2,4,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,,,0,0,
1006,SUCRE,LA TRAMPA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL BOLERO,MARIA ARMINDA DAVILA,OD14511420,,,140863,ESTADAL,,,,,,0,0,0,3,6,9,3,6,9,12,11,23,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,,,0,0,
1007,SUCRE,LA TRAMPA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL EL CORRAL,SARALINA FLORIDA,OD14531420,,,140865,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,,,0,0,
1008,SUCRE,LA TRAMPA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL CAÑA BRAVA,CACIQUE GUAICAIPURO,OD14541420,,,140866,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,,,0,0,
1009,SUCRE,LA TRAMPA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL PUEBLO VIEJO,MARIA GREGORIA CARMONA,OD14551420,,,140867,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,,,0,0,
1010,SUCRE,LA TRAMPA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL LA VEGA,MELECIO GUERRERO GUTIERREZ,OD14701420,,,141405,ESTADAL,,,,,,0,0,0,0,1,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,,,0,0,
1011,SUCRE,LAGUNILLAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LA CALERA,EMPERATRIZ PARRA,OD14741420,,,141411,ESTADAL,,,,,,0,0,0,11,11,22,11,11,22,48,49,97,0,0,0,0,0,0,0,0,0,0,0,0,119,0,2,6,,,0,0,
1012,SUCRE,LAGUNILLAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LA HUERTA,RAFAEL OMAR CALDERON,OD14651420,,,140898,ESTADAL,,,,,,0,0,0,5,8,13,5,8,13,18,28,46,0,0,0,0,0,0,0,0,0,0,0,0,59,0,2,6,,,0,0,
1013,SUCRE,LAGUNILLAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LLANO SECO,ESTILITA GARCIA,OD01501420,,,141408,ESTADAL,,,,,,0,0,0,9,8,17,9,8,17,54,52,106,0,0,0,0,0,0,0,0,0,0,0,0,123,0,2,6,,,0,0,
1014,SUCRE,LAGUNILLAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LA ALEGRIA,MARIA HORTENCIA DAVILA,OD14641420,,,140886,ESTADAL,,,,,,0,0,0,19,12,31,19,12,31,73,72,145,0,0,0,0,0,0,0,0,0,0,0,0,176,0,3,8,,,0,0,"{""primaria"":{""3U"":15}}"
1015,SUCRE,LAGUNILLAS,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LOS CUROS,JOSE FELIPE RODRIGUEZ GUILLEN,OD14721420,,,141407,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,,,0,0,
1016,SUCRE,LAGUNILLAS,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LOS UVITOS,CRISTOBAL SANCHEZ,OD14341420,,,140811,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,,,0,0,
1017,SUCRE,LAGUNILLAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA SAN PABLO,ANGEL IGNACIO GUILLEN,OD09411420,,,140843,ESTADAL,,,,,,0,0,0,0,3,3,0,3,3,9,13,22,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,2,,,0,0,"{""preescolar"":{""U"":3}}"
1018,SUCRE,LAGUNILLAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,CASES,CASES,OD14631420,,,140885,ESTADAL,,,,,,0,0,0,6,3,9,6,3,9,20,9,29,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,6,,,0,0,
1019,SUCRE,LAGUNILLAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,FERMIN TORO,FERMIN TORO,OD01421420,,,140897,ESTADAL,,,,,,0,0,0,22,22,44,22,22,44,87,103,190,0,0,0,0,0,0,0,0,0,0,0,0,234,0,3,12,,,0,0,
1020,SUCRE,PUEBLO NUEVO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL HORCAZ,VICENTE GAUDENCIO GUILLEN GUILLEN,OD01321420,,,140891,ESTADAL,,,,,,0,0,0,1,3,4,1,3,4,3,11,14,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,4,,,0,0,
1021,SUCRE,PUEBLO NUEVO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL MUCUSUS,RITA DE CASIA,OD04991420,,,140849,ESTADAL,,,,,,0,0,0,1,0,1,1,0,1,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,,,0,0,
1022,SUCRE,PUEBLO NUEVO,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL TUCO,ASUNCION SOSA CONTRERAS,OD04951420,,,140848,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,,,0,0,
1023,SUCRE,PUEBLO NUEVO,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL EL CANEY,MARÍA SANTOS ROJAS,OD05001420,,,141850,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,,,0,0,
1024,SUCRE,PUEBLO NUEVO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL PUENTE VIEJO,LUCINDA MARQUEZ DE OSUNA,OD14661420,,,141150,ESTADAL,,,,,,0,0,0,7,5,12,7,5,12,13,13,26,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,6,,,0,0,
1025,SUCRE,PUEBLO NUEVO,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,ESCUELA MUTABUTE,SIMÓN FERNÁNDEZ,OD04901420,,,140890,ESTADAL,,,,,,0,0,0,1,9,10,1,9,10,17,15,32,12,4,16,0,0,0,0,0,0,0,0,0,58,0,1,1,,,0,0,
1026,SUCRE,PUEBLO NUEVO,CENTRO DE EDUCACION INCIAL,20000,,,,,,,,,,,,,,,,,,,,,,,,,,C.E.I SIMONCITO CACIQUE GUAICAIPURO,CACIQUE GUAICAIPURO,OD17091420,,,142121,ESTADAL,,,,,,1,1,2,6,5,11,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,,,0,0,
1027,SUCRE,PUEBLO NUEVO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL LA OVEJERA,OLINTO FERNÁNDEZ ALBORNOZ,OD04931420,,,140847,ESTADAL,,,,,,0,0,0,1,2,3,1,2,3,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,0,0,
1028,SUCRE,PUEBLO NUEVO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,EE MOCHABA,AURORA MARQUEZ,OD04961420,,,140851,ESTADAL,,,,,,0,0,0,2,2,4,2,2,4,11,11,22,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,1,,,0,0,
1029,SUCRE,PUEBLO NUEVO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL LA JOYA,BENITO DE PALERMO,OD04981420,,,141623,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,,,0,0,
1030,SUCRE,PUEBLO NUEVO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,U.E.ELVA MÉNDEZ,ELVA MÉNDEZ,OD04941420,,,140853,ESTADAL,,,,,,0,0,0,2,0,2,2,0,2,9,10,19,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,6,,,0,0,"{""primaria"":{""5U"":4,""6U"":3,""4U"":6}}"
1031,SUCRE,PUEBLO NUEVO,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,C.E OSCAR ENRIQUE ROJAS,OSCAR ENRIQUE ROJAS,OD17461420,,,140853,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,3,5,8,17,3,20,0,0,0,0,0,0,0,0,0,28,0,0,1,,,0,0,
1032,SUCRE,PUEBLO NUEVO,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,C.E.  RINCON DEL VERDAL,JOSE HONORIO MOLINA ZERPA,OD04911420,,,140830,ESTADAL,,,,,,0,0,0,1,2,3,1,2,3,11,13,24,5,8,13,0,0,0,0,0,0,0,0,0,40,0,1,2,,,0,0,"{""primaria"":{""2U"":24}}"
1033,SUCRE,PUEBLO NUEVO,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,COMPLEJO EDUCATIVO RINCON DEL PALMAR,LUIS ENRIQUE CONTRERAS MORA,OD04971420,,,140839,ESTADAL,,,,,,0,0,0,4,1,5,4,1,5,20,13,33,15,0,15,0,0,0,0,0,0,0,0,0,53,0,1,6,,,0,0,"{""primaria"":{""3U"":6,""4U"":2}}"
1034,SUCRE,SAN JUAN,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELAOBISPO ARIAS,VICENTE EMILIO SOJO,OD01431420,,,140883,ESTADAL,,,,,,0,0,0,29,20,49,29,20,49,119,128,247,0,0,0,0,0,0,0,0,0,0,0,0,296,0,2,12,,,0,0,
1035,SUCRE,SAN JUAN,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL LOS LLANITOS,SIMON RODRIGUEZ,OD14391420,,,140825,ESTADAL,,,,,,0,0,0,3,5,8,3,5,8,6,13,19,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,6,,,0,0,
1036,SUCRE,SAN JUAN,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL FRANCISCO DE MIRANDA,FRANCISCO DE MIRANDA,OD14731420,,,141409,ESTADAL,,,,,,0,0,0,23,20,43,23,20,43,78,82,160,39,29,68,0,0,0,0,0,0,0,0,0,271,0,2,6,,,0,0,
1037,SUCRE,SAN JUAN,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA MOCOLLON,ANA MARIA CAMPOS,OD14621420,,,140822,ESTADAL,,,,,,0,0,0,19,16,35,19,16,35,37,57,94,0,0,0,0,0,0,0,0,0,0,0,0,129,0,2,6,,,0,0,
1038,SUCRE,SAN JUAN,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA CHICHUY ANEXO EL CUMBE,JOSÉ ANALIO DÁVILA DÁVILA,OD14371420,,,140822,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,,,0,0,
1039,TOVAR,EL AMPARO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,MARIDO TOVAR,ARTURO ALARCON,OD05111421,6589677,,141199,NACIONAL,,,,,,0,0,0,3,1,4,3,1,4,15,11,26,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,6,,,0,0,
1040,TOVAR,EL AMPARO,TECNICA,,,41052,AGROPECUARIA,TECNOLOGÍA DE LOS ALIMENTOS,46067,ECONOMÍA SOCIAL,ADMINISTRACIÓN,,,,,,,,,,,,,,,,,,,GENOVEBA MONTERO DE V,GENOVEBA MONTERO DE V,OD15841421,5652027,,142018,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,160,0,0,0,0,0,0,160,0,0,0,,,0,0,
1041,TOVAR,EL AMPARO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,JUAN PICON GONZALEZ,JUAN PICON GONZALEZ,OD02221421,6565380,4105700,140934,NACIONAL,,,,,,0,0,0,27,21,48,27,21,48,46,76,122,0,0,0,0,0,0,0,0,0,0,0,0,170,0,3,7,,,0,0,
